Date,AAPL,AMZN,GOOGL,JNJ,JPM,KO,MSFT,NVDA,TSLA,XOM
2007-03-08,2.64,1.9,11.29,35.57,29.95,13.2,19.39,0.47,,37.02
2007-03-09,2.64,1.94,11.25,35.82,30.0,13.31,19.37,0.47,,36.65
2007-03-12,2.69,1.94,11.29,35.61,30.01,13.42,19.48,0.46,,36.52
2007-03-13,2.65,1.89,11.0,35.03,28.7,13.27,18.97,0.44,,36.02
2007-03-14,2.7,1.9,11.13,34.99,29.07,13.26,19.45,0.44,,36.59
2007-03-15,2.68,1.89,11.08,34.89,29.31,13.27,19.36,0.44,,36.42
2007-03-16,2.68,1.89,10.95,34.88,28.9,13.31,19.4,0.43,,36.0
2007-03-19,2.73,1.92,11.11,35.0,29.24,13.34,19.75,0.44,,36.63
2007-03-20,2.74,1.93,11.06,35.2,29.34,13.42,19.76,0.43,,37.1
2007-03-21,2.81,1.99,11.34,35.29,30.14,13.6,20.24,0.46,,37.73
2007-03-22,2.82,1.97,11.48,35.08,29.79,13.6,20.07,0.47,,38.31
2007-03-23,2.8,1.95,11.47,34.88,29.82,13.54,19.89,0.46,,38.65
2007-03-26,2.87,1.95,11.55,34.73,29.93,13.57,20.03,0.46,,38.89
2007-03-27,2.86,1.97,11.52,34.6,29.85,13.54,19.68,0.46,,39.01
2007-03-28,2.79,1.97,11.47,34.58,29.49,13.51,19.62,0.45,,38.93
2007-03-29,2.81,1.99,11.45,34.78,29.81,13.56,19.7,0.44,,39.28
2007-03-30,2.78,1.99,11.38,34.73,29.73,13.53,19.78,0.44,,38.88
2007-04-02,2.81,2.02,11.39,34.64,29.65,13.68,19.69,0.44,,39.24
2007-04-03,2.83,2.06,11.74,34.95,30.05,13.81,19.78,0.44,,39.57
2007-04-04,2.82,2.08,11.7,35.33,30.05,13.94,20.23,0.44,,39.73
2007-04-05,2.84,2.08,11.71,35.48,30.18,13.96,20.27,0.47,,39.79
2007-04-09,2.81,2.08,11.63,35.52,30.33,13.99,20.28,0.46,,39.57
2007-04-10,2.82,2.09,11.59,35.54,30.48,14.12,20.16,0.46,,39.97
2007-04-11,2.77,2.08,11.54,35.67,30.42,13.99,19.95,0.45,,39.56
2007-04-12,2.76,2.11,11.61,35.69,30.45,14.0,20.26,0.46,,39.88
2007-04-13,2.7,2.12,11.58,35.94,30.38,14.06,20.31,0.47,,39.89
2007-04-16,2.74,2.26,11.78,36.32,30.93,14.17,20.39,0.46,,40.28
2007-04-17,2.71,2.25,11.74,37.2,31.06,14.54,20.48,0.47,,40.4
2007-04-18,2.71,2.25,11.82,37.14,32.23,14.56,20.3,0.48,,40.29
2007-04-19,2.7,2.23,11.71,37.43,32.24,14.59,20.36,0.48,,39.91
2007-04-20,2.73,2.25,11.98,37.53,32.52,14.68,20.6,0.49,,41.1
2007-04-23,2.8,2.24,11.9,37.32,32.36,14.56,20.43,0.48,,40.81
2007-04-24,2.79,2.24,11.86,37.17,32.28,14.58,20.44,0.5,,40.5
2007-04-25,2.86,2.84,11.87,37.28,32.69,14.58,20.58,0.51,,41.18
2007-04-26,2.96,3.14,11.95,37.03,32.77,14.68,20.66,0.51,,41.5
2007-04-27,2.99,3.13,11.9,36.99,32.52,14.68,21.38,0.51,,41.41
2007-04-30,2.99,3.07,11.71,37.01,32.25,14.71,21.25,0.5,,40.9
2007-05-01,2.98,3.1,11.65,37.21,32.34,14.84,21.58,0.51,,41.05
2007-05-02,3.01,3.06,11.57,37.16,32.52,14.86,21.73,0.5,,41.13
2007-05-03,3.01,3.11,11.75,37.07,32.62,14.91,21.98,0.51,,41.57
2007-05-04,3.02,3.16,11.7,37.16,32.57,15.0,21.69,0.52,,41.5
2007-05-07,3.11,3.04,11.61,37.04,32.64,15.11,21.8,0.5,,41.65
2007-05-08,3.15,3.09,11.59,36.72,32.46,14.96,21.83,0.51,,41.93
2007-05-09,3.2,3.14,11.65,36.95,32.93,14.97,21.85,0.51,,41.95
2007-05-10,3.22,3.05,11.46,36.02,32.18,14.79,21.71,0.5,,41.08
2007-05-11,3.26,3.08,11.59,35.89,32.28,14.85,21.93,0.54,,42.03
2007-05-14,3.28,3.09,11.47,36.09,32.08,14.83,21.98,0.53,,42.05
2007-05-15,3.22,3.03,11.38,35.63,32.2,14.79,22.0,0.53,,41.98
2007-05-16,3.22,3.16,11.74,36.34,32.79,14.87,22.13,0.53,,42.15
2007-05-17,3.28,3.11,11.7,36.16,32.53,14.71,22.06,0.52,,42.33
2007-05-18,3.3,3.16,11.68,36.55,32.52,14.84,21.95,0.54,,43.09
2007-05-21,3.36,3.41,11.69,36.61,32.53,14.63,22.11,0.54,,43.26
2007-05-22,3.4,3.44,11.82,36.65,32.36,14.51,21.86,0.54,,42.83
2007-05-23,3.38,3.45,11.77,36.78,32.18,14.47,21.78,0.53,,42.95
2007-05-24,3.32,3.47,11.78,36.83,31.93,14.44,21.48,0.51,,42.58
2007-05-25,3.4,3.43,12.01,36.66,31.96,14.63,21.71,0.51,,43.21
2007-05-29,3.43,3.48,12.1,36.58,32.07,14.71,21.93,0.52,,42.75
2007-05-30,3.56,3.49,12.38,36.68,32.22,14.95,22.15,0.52,,43.47
2007-05-31,3.63,3.46,12.37,36.71,32.08,14.94,21.86,0.53,,43.04
2007-06-01,3.55,3.43,12.43,36.79,32.12,14.88,21.78,0.53,,43.58
2007-06-04,3.64,3.52,12.59,36.9,31.92,14.85,21.88,0.54,,43.58
2007-06-05,3.68,3.68,12.89,36.73,31.7,14.75,21.78,0.55,,43.6
2007-06-06,3.7,3.61,12.87,36.49,31.29,14.66,21.57,0.56,,43.27
2007-06-07,3.72,3.6,12.79,35.97,30.83,14.48,21.09,0.55,,42.41
2007-06-08,3.73,3.66,12.8,36.04,31.2,14.57,21.4,0.56,,42.79
2007-06-11,3.6,3.56,12.7,36.13,31.21,14.55,21.38,0.56,,42.98
2007-06-12,3.61,3.5,12.54,35.87,30.54,14.42,21.26,0.55,,42.43
2007-06-13,3.52,3.54,12.55,36.07,31.13,14.57,21.64,0.57,,43.13
2007-06-14,3.56,3.6,12.49,36.23,31.14,14.56,21.73,0.58,,43.87
2007-06-15,3.61,3.62,12.56,36.42,31.29,14.64,21.71,0.6,,44.47
2007-06-18,3.75,3.59,12.8,36.16,31.21,14.69,21.73,0.6,,44.69
2007-06-19,3.71,3.49,12.77,36.21,31.47,14.58,21.69,0.61,,44.42
2007-06-20,3.64,3.45,12.67,35.99,30.61,14.61,21.37,0.61,,42.86
2007-06-21,3.71,3.48,12.77,36.03,30.85,14.78,21.52,0.66,,43.62
2007-06-22,3.69,3.44,13.04,35.23,30.15,14.65,21.0,0.67,,42.7
2007-06-25,3.67,3.43,13.1,35.45,29.93,14.69,21.0,0.65,,42.62
2007-06-26,3.59,3.37,13.17,35.77,30.08,14.74,21.02,0.62,,42.34
2007-06-27,3.65,3.41,13.07,35.65,30.48,14.88,21.27,0.64,,43.2
2007-06-28,3.61,3.44,13.04,35.68,30.3,14.94,21.24,0.64,,43.26
2007-06-29,3.66,3.42,12.98,35.75,29.99,14.84,20.99,0.63,,43.41
2007-07-02,3.63,3.48,13.17,35.88,30.42,14.92,21.18,0.66,,43.89
2007-07-03,3.81,3.47,13.27,35.94,30.78,15.01,21.38,0.66,,44.17
2007-07-05,3.98,3.44,13.45,36.13,30.43,14.95,21.36,0.67,,44.07
2007-07-06,3.96,3.45,13.4,36.04,30.54,14.93,21.34,0.67,,44.74
2007-07-09,3.91,3.6,13.48,36.39,30.43,14.95,21.27,0.69,,45.25
2007-07-10,3.97,3.51,13.5,36.09,29.63,14.78,20.89,0.69,,44.76
2007-07-11,3.97,3.54,13.52,36.47,30.02,14.78,21.0,0.69,,45.17
2007-07-12,4.02,3.64,13.54,36.76,30.89,14.94,21.41,0.71,,46.38
2007-07-13,4.13,3.76,13.71,36.8,31.22,15.07,21.24,0.7,,46.74
2007-07-16,4.14,3.68,13.73,37.01,31.08,15.28,21.39,0.71,,46.42
2007-07-17,4.16,3.69,13.78,36.4,31.14,15.09,21.92,0.71,,46.1
2007-07-18,4.14,3.67,13.65,36.09,30.49,15.16,22.02,0.7,,47.17
2007-07-19,4.19,3.67,13.63,36.2,30.33,15.24,22.44,0.7,,47.76
2007-07-20,4.31,3.58,12.92,35.85,29.66,15.1,22.19,0.69,,47.58
2007-07-23,4.31,3.59,12.73,35.97,29.41,15.22,22.21,0.7,,48.35
2007-07-24,4.04,3.46,12.77,35.66,28.28,15.1,21.93,0.68,,47.01
2007-07-25,4.11,4.31,12.66,35.7,28.24,15.34,21.87,0.67,,48.02
2007-07-26,4.37,4.2,12.62,35.37,27.49,15.03,21.35,0.68,,45.66
2007-07-27,4.31,4.2,12.71,34.68,27.59,14.84,20.93,0.68,,44.29
2007-07-30,4.24,4.14,12.82,34.85,27.91,14.87,20.94,0.7,,44.51
2007-07-31,3.95,3.93,12.67,35.1,27.45,14.79,20.64,0.7,,44.05
2007-08-01,4.05,3.87,12.74,35.37,27.68,15.12,20.87,0.69,,44.42
2007-08-02,4.09,3.99,12.69,35.41,27.81,15.23,21.02,0.69,,44.08
2007-08-03,3.95,3.84,12.49,35.13,27.23,15.12,20.62,0.65,,42.47
2007-08-06,4.05,3.95,12.67,36.14,28.14,15.39,21.04,0.66,,43.23
2007-08-07,4.05,3.96,12.82,36.02,28.28,15.45,21.04,0.67,,44.35
2007-08-08,4.02,3.89,13.06,36.25,29.01,15.85,21.36,0.7,,45.49
2007-08-09,3.79,3.71,12.78,35.29,27.55,15.85,20.87,0.7,,43.43
2007-08-10,3.75,3.74,12.81,35.48,27.6,15.6,20.45,0.67,,43.91
2007-08-13,3.83,3.74,12.8,35.65,27.34,15.47,20.39,0.66,,43.08
2007-08-14,3.72,3.67,12.63,35.46,27.01,15.36,20.2,0.69,,43.19
2007-08-15,3.59,3.62,12.36,35.56,26.82,15.28,20.08,0.66,,42.44
2007-08-16,3.51,3.64,12.21,35.75,28.36,15.2,19.87,0.65,,41.91
2007-08-17,3.66,3.75,12.42,35.98,29.32,15.45,20.19,0.69,,43.71
2007-08-20,3.66,3.73,12.37,35.87,29.0,15.47,20.2,0.69,,43.92
2007-08-21,3.82,3.87,12.58,35.78,28.82,15.33,20.06,0.72,,43.2
2007-08-22,3.97,3.92,12.74,35.97,28.69,15.31,20.17,0.74,,43.42
2007-08-23,3.93,3.87,12.72,36.03,28.49,15.32,20.22,0.73,,43.51
2007-08-24,4.05,3.96,12.79,36.14,28.66,15.32,20.59,0.74,,44.52
2007-08-27,3.96,3.93,12.75,35.98,28.01,15.33,20.36,0.75,,44.22
2007-08-28,3.8,3.81,12.58,35.77,27.19,15.11,19.96,0.71,,43.12
2007-08-29,4.02,3.95,12.74,36.13,27.53,15.18,20.43,0.75,,44.28
2007-08-30,4.08,3.93,12.7,35.98,27.43,15.15,20.33,0.74,,44.37
2007-08-31,4.15,4.0,12.8,36.09,27.77,15.26,20.53,0.78,,44.54
2007-09-04,4.32,4.14,13.04,36.2,28.26,15.43,20.59,0.81,,45.32
2007-09-05,4.1,4.19,13.11,36.01,27.55,15.24,20.35,0.8,,45.32
2007-09-06,4.05,4.31,13.0,36.01,27.58,15.51,20.66,0.8,,45.46
2007-09-07,3.95,4.23,12.9,36.02,27.14,15.49,20.32,0.77,,44.55
2007-09-10,4.1,4.17,12.78,36.12,27.4,15.49,20.35,0.78,,44.09
2007-09-11,4.06,4.31,12.95,36.24,27.78,15.79,20.67,0.79,,45.17
2007-09-12,4.1,4.36,12.98,36.51,27.74,15.94,20.67,0.76,,45.54
2007-09-13,4.11,4.36,13.03,36.86,28.44,15.95,20.84,0.76,,46.04
2007-09-14,4.16,4.39,13.13,36.91,28.4,16.1,20.75,0.74,,46.07
2007-09-17,4.15,4.35,13.05,36.76,28.25,15.78,20.53,0.74,,46.37
2007-09-18,4.22,4.44,13.29,37.28,29.83,16.11,20.67,0.8,,47.67
2007-09-19,4.22,4.45,13.58,37.67,29.67,16.17,20.49,0.79,,47.86
2007-09-20,4.2,4.48,13.73,37.84,29.29,16.08,20.31,0.78,,47.85
2007-09-21,4.32,4.57,13.91,38.03,29.4,16.15,20.47,0.79,,47.96
2007-09-24,4.44,4.63,14.11,38.08,28.9,16.19,20.78,0.81,,47.66
2007-09-25,4.59,4.67,14.13,37.95,28.75,16.28,21.12,0.82,,47.78
2007-09-26,4.58,4.67,14.11,38.19,28.77,16.37,21.08,0.84,,47.99
2007-09-27,4.63,4.67,14.1,38.28,28.82,16.37,21.07,0.84,,48.3
2007-09-28,4.6,4.66,14.09,38.37,28.58,16.41,21.05,0.83,,48.09
2007-10-01,4.68,4.67,14.47,38.63,29.2,16.53,21.27,0.87,,48.81
2007-10-02,4.75,4.62,14.51,38.58,29.42,16.54,21.22,0.86,,47.92
2007-10-03,4.73,4.62,14.51,38.61,29.55,16.44,21.05,0.82,,47.45
2007-10-04,4.68,4.61,14.38,38.61,29.71,16.52,21.23,0.82,,47.24
2007-10-05,4.84,4.67,14.75,38.69,29.92,16.58,21.32,0.85,,47.47
2007-10-08,5.03,4.79,15.14,38.56,29.83,16.5,21.32,0.86,,47.11
2007-10-09,5.03,4.77,15.28,38.69,29.91,16.53,21.51,0.85,,48.15
2007-10-10,5.0,4.73,15.53,38.45,29.5,16.52,21.6,0.85,,48.39
2007-10-11,4.86,4.47,15.45,38.52,29.34,16.33,21.37,0.81,,48.14
2007-10-12,5.01,4.62,15.83,38.51,29.44,16.5,21.56,0.83,,48.57
2007-10-15,5.0,4.53,15.4,38.34,29.09,16.46,21.47,0.83,,49.26
2007-10-16,5.08,4.48,15.3,38.0,28.37,16.49,21.67,0.84,,49.22
2007-10-17,5.18,4.53,15.73,37.88,29.16,16.87,22.21,0.91,,49.25
2007-10-18,5.2,4.49,15.89,37.9,28.86,16.95,22.27,0.91,,49.38
2007-10-19,5.11,4.49,16.01,37.51,28.31,16.78,21.56,0.86,,47.87
2007-10-22,5.22,4.56,16.16,37.58,28.53,16.92,21.8,0.9,,47.23
2007-10-23,5.58,5.04,16.78,37.7,28.89,17.06,22.08,0.9,,47.46
2007-10-24,5.57,4.44,16.79,37.64,29.09,17.18,22.33,0.87,,47.87
2007-10-25,5.48,4.41,16.6,37.35,28.96,17.5,22.86,0.8,,47.58
2007-10-26,5.53,4.5,16.76,37.55,29.75,17.58,25.03,0.79,,47.91
2007-10-29,5.55,4.51,16.87,37.95,29.35,17.66,24.7,0.77,,48.64
2007-10-30,5.6,4.41,17.26,37.86,29.28,17.63,25.42,0.8,,47.35
2007-10-31,5.69,4.46,17.56,38.06,29.55,17.63,26.31,0.81,,47.79
2007-11-01,5.62,4.38,17.47,37.76,27.87,17.39,26.48,0.81,,45.98
2007-11-02,5.63,4.3,17.67,37.83,27.13,17.28,26.48,0.84,,45.68
2007-11-05,5.58,4.22,18.02,37.67,26.89,17.23,26.25,0.84,,45.54
2007-11-06,5.75,4.36,18.42,37.74,27.74,17.42,26.02,0.87,,46.96
2007-11-07,5.58,4.35,18.2,37.33,26.56,17.12,25.38,0.83,,45.48
2007-11-08,5.26,4.18,17.23,37.72,26.79,17.55,24.83,0.78,,46.64
2007-11-09,4.95,3.94,16.49,38.06,26.6,17.37,24.1,0.76,,45.3
2007-11-12,4.61,3.85,15.7,38.73,26.65,17.09,23.85,0.69,,44.09
2007-11-13,5.09,3.99,16.41,39.31,28.33,17.43,24.71,0.75,,45.31
2007-11-14,4.98,3.93,15.94,39.07,28.39,17.52,24.33,0.74,,45.02
2007-11-15,4.92,3.89,15.64,39.06,27.37,17.69,24.21,0.73,,44.07
2007-11-16,4.99,3.93,15.74,39.57,27.1,17.88,24.44,0.74,,44.39
2007-11-19,4.91,3.96,15.54,39.48,26.01,17.79,24.35,0.69,,43.87
2007-11-20,5.06,4.02,16.11,39.51,26.18,17.93,24.79,0.69,,45.8
2007-11-21,5.05,3.99,16.41,39.21,25.58,17.77,24.54,0.68,,45.4
2007-11-23,5.14,4.07,16.81,39.3,26.38,17.79,24.46,0.69,,46.05
2007-11-26,5.17,4.07,16.54,39.59,25.44,17.63,23.64,0.68,,44.69
2007-11-27,5.24,4.28,16.73,39.8,26.63,17.98,23.7,0.71,,45.05
2007-11-28,5.4,4.51,17.19,40.17,27.64,18.08,24.16,0.75,,45.86
2007-11-29,5.52,4.46,17.31,40.2,27.45,18.02,24.08,0.76,,46.21
2007-11-30,5.46,4.53,17.21,39.81,28.69,17.83,24.09,0.72,,46.5
2007-12-03,5.36,4.55,16.93,39.79,28.43,17.86,23.6,0.73,,46.34
2007-12-04,5.39,4.72,16.99,39.93,27.76,18.01,23.5,0.73,,45.96
2007-12-05,5.56,4.66,17.35,40.09,28.23,18.1,24.48,0.77,,46.9
2007-12-06,5.69,4.71,17.77,40.14,29.06,18.11,24.77,0.79,,47.69
2007-12-07,5.82,4.72,17.76,39.77,28.98,18.13,24.76,0.78,,47.72
2007-12-10,5.82,4.65,17.84,39.84,29.82,18.16,24.92,0.79,,48.0
2007-12-11,5.65,4.54,17.37,39.7,28.89,18.08,24.45,0.79,,47.09
2007-12-12,5.72,4.56,17.37,39.79,29.02,18.31,24.71,0.81,,47.94
2007-12-13,5.75,4.62,17.24,39.89,28.77,18.4,25.25,0.79,,48.36
2007-12-14,5.7,4.45,17.14,39.72,28.42,18.32,25.32,0.8,,47.56
2007-12-17,5.53,4.25,16.62,39.7,28.0,17.93,24.66,0.76,,46.88
2007-12-18,5.48,4.34,16.72,39.79,27.6,17.86,24.91,0.78,,47.68
2007-12-19,5.49,4.47,16.82,39.56,27.65,18.04,24.94,0.79,,47.69
2007-12-20,5.61,4.53,17.13,39.57,27.25,17.88,25.47,0.81,,48.05
2007-12-21,5.81,4.56,17.3,39.98,27.74,18.11,25.85,0.81,,48.73
2007-12-24,5.96,4.55,17.4,39.89,28.19,18.15,26.23,0.82,,48.85
2007-12-26,5.96,4.64,17.66,39.7,28.26,18.09,26.25,0.83,,49.45
2007-12-27,5.95,4.71,17.4,39.57,27.44,17.88,25.79,0.81,,48.86
2007-12-28,5.99,4.72,17.45,39.6,27.2,17.88,25.9,0.8,,49.55
2007-12-31,5.94,4.63,17.17,39.2,27.45,17.62,25.52,0.78,,48.87
2008-01-02,5.84,4.81,17.02,38.73,26.75,17.54,25.25,0.76,,48.77
2008-01-03,5.84,4.76,17.02,38.75,26.57,17.72,25.36,0.75,,48.94
2008-01-04,5.39,4.44,16.32,38.69,25.96,17.76,24.65,0.69,,48.03
2008-01-07,5.32,4.44,16.13,39.29,26.22,18.17,24.81,0.62,,47.58
2008-01-08,5.13,4.39,15.69,39.34,25.18,18.25,23.98,0.63,,46.97
2008-01-09,5.38,4.26,16.22,39.84,25.54,18.74,24.69,0.66,,47.75
2008-01-10,5.33,4.21,16.06,39.91,26.22,18.82,24.61,0.65,,47.81
2008-01-11,5.17,4.05,15.85,39.89,25.92,18.31,24.31,0.62,,47.1
2008-01-14,5.36,4.14,16.24,39.93,26.24,18.46,24.66,0.66,,47.37
2008-01-15,5.06,4.01,15.84,39.82,24.85,18.26,24.38,0.61,,46.43
2008-01-16,4.78,4.02,15.3,40.14,26.28,17.98,23.83,0.54,,45.13
2008-01-17,4.82,4.01,14.92,39.86,25.4,17.81,23.74,0.53,,43.76
2008-01-18,4.83,3.99,14.91,38.96,25.11,17.44,23.67,0.57,,44.38
2008-01-22,4.66,3.92,14.51,38.36,25.92,16.88,22.91,0.54,,43.0
2008-01-23,4.17,3.7,13.63,37.73,29.0,16.9,22.89,0.55,,43.52
2008-01-24,4.06,3.88,14.27,37.32,28.52,17.19,23.84,0.59,,44.85
2008-01-25,3.9,3.88,14.07,36.71,27.68,16.77,23.62,0.57,,43.78
2008-01-28,3.9,3.79,13.81,37.07,28.91,17.05,23.46,0.56,,44.4
2008-01-29,3.94,3.7,13.67,37.01,30.1,16.81,23.37,0.58,,44.38
2008-01-30,3.96,3.71,13.62,36.54,30.04,16.58,23.09,0.58,,44.48
2008-01-31,4.06,3.88,14.02,37.11,30.07,16.94,23.37,0.56,,44.7
2008-02-01,4.01,3.73,12.81,37.24,30.61,17.01,21.83,0.62,,44.83
2008-02-04,3.94,3.7,12.31,37.3,29.32,16.83,21.65,0.6,,44.56
2008-02-05,3.88,3.6,12.59,36.95,27.84,16.48,20.84,0.56,,42.83
2008-02-06,3.66,3.42,12.46,37.05,27.73,16.57,20.45,0.56,,42.48
2008-02-07,3.63,3.55,12.54,36.91,28.61,16.78,20.16,0.56,,42.9
2008-02-08,3.76,3.67,12.83,36.45,27.8,17.01,20.48,0.57,,42.8
2008-02-11,3.88,3.76,12.94,36.37,27.5,17.08,20.23,0.57,,43.59
2008-02-12,3.74,3.72,12.87,37.01,27.47,17.2,20.32,0.6,,44.2
2008-02-13,3.88,3.89,13.28,37.26,27.97,17.05,20.76,0.62,,44.78
2008-02-14,3.82,3.79,13.22,36.9,27.03,16.81,20.43,0.52,,44.81
2008-02-15,3.73,3.65,13.15,36.97,27.43,16.87,20.38,0.51,,44.72
2008-02-19,3.66,3.6,12.64,37.41,27.17,16.68,20.28,0.5,,45.58
2008-02-20,3.71,3.68,12.64,37.16,27.37,16.72,20.31,0.5,,46.15
2008-02-21,3.64,3.49,12.49,37.01,27.32,16.65,20.23,0.49,,45.53
2008-02-22,3.58,3.6,12.61,37.38,27.87,16.72,19.92,0.51,,45.66
2008-02-25,3.59,3.66,12.08,37.77,27.93,16.87,20.04,0.51,,46.69
2008-02-26,3.57,3.58,11.53,37.7,27.73,17.09,20.43,0.52,,47.09
2008-02-27,3.68,3.54,11.74,37.29,28.17,17.24,20.34,0.52,,46.82
2008-02-28,3.89,3.39,11.81,37.1,26.92,17.07,20.1,0.5,,46.82
2008-02-29,3.75,3.22,11.7,36.65,25.79,16.78,19.58,0.49,,45.58
2008-03-03,3.65,3.12,11.35,36.81,25.26,16.94,19.43,0.48,,45.97
2008-03-04,3.73,3.27,11.04,37.06,24.86,17.04,19.86,0.48,,45.41
2008-03-05,3.73,3.25,11.12,37.35,24.57,17.13,20.24,0.49,,45.67
2008-03-06,3.62,3.14,10.75,37.05,23.7,16.97,19.84,0.45,,44.27
2008-03-07,3.66,3.2,10.76,36.39,23.83,16.89,20.06,0.45,,43.21
2008-03-10,3.59,3.17,10.27,36.28,23.14,16.84,20.19,0.42,,43.19
2008-03-11,3.82,3.36,10.92,36.94,24.64,17.07,21.07,0.44,,45.4
2008-03-12,3.78,3.33,10.93,37.0,24.49,17.1,20.61,0.42,,45.03
2008-03-13,3.83,3.42,11.0,37.16,24.17,17.03,20.6,0.45,,45.6
2008-03-14,3.79,3.41,10.88,37.06,23.18,16.62,20.12,0.42,,45.0
2008-03-17,3.8,3.33,10.43,37.88,25.57,16.67,20.37,0.41,,44.94
2008-03-18,3.98,3.59,10.91,38.64,27.09,17.16,21.18,0.43,,46.34
2008-03-19,3.89,3.51,10.73,38.38,26.94,17.32,20.6,0.4,,44.23
2008-03-20,3.99,3.66,10.77,38.68,29.16,17.64,21.0,0.42,,44.52
2008-03-24,4.18,3.8,11.44,38.39,29.53,17.68,21.0,0.46,,45.02
2008-03-25,4.22,3.76,11.2,38.19,29.22,17.74,20.97,0.47,,44.63
2008-03-26,4.35,3.69,11.38,38.28,27.98,17.67,20.56,0.45,,45.18
2008-03-27,4.2,3.54,11.03,38.23,27.19,17.71,20.19,0.44,,45.15
2008-03-28,4.29,3.49,10.88,37.97,27.09,17.61,20.09,0.45,,44.64
2008-03-31,4.3,3.57,10.94,38.38,27.24,17.59,20.43,0.45,,44.3
2008-04-01,4.48,3.84,11.57,38.97,29.81,17.75,21.23,0.48,,45.58
2008-04-02,4.42,3.87,11.57,38.64,29.57,17.47,20.99,0.47,,46.37
2008-04-03,4.54,3.75,11.3,38.61,29.6,17.5,20.87,0.46,,46.22
2008-04-04,4.59,3.84,11.7,38.88,29.14,17.41,20.99,0.43,,46.48
2008-04-07,4.67,3.85,11.84,39.13,29.12,17.44,20.99,0.44,,46.58
2008-04-08,4.58,3.87,11.62,39.23,28.69,17.48,20.69,0.44,,46.94
2008-04-09,4.54,3.72,11.53,39.22,28.33,17.56,20.79,0.45,,46.99
2008-04-10,4.63,3.74,11.65,39.24,28.05,17.72,20.95,0.46,,46.91
2008-04-11,4.41,3.6,11.36,39.04,27.2,17.42,20.36,0.42,,46.42
2008-04-14,4.43,3.63,11.22,38.89,26.54,17.62,20.2,0.41,,46.99
2008-04-15,4.45,3.62,11.1,38.84,26.94,17.61,20.33,0.42,,47.56
2008-04-16,4.61,3.73,11.3,38.87,28.75,17.67,20.84,0.43,,48.66
2008-04-17,4.63,3.7,11.17,38.9,28.85,17.53,21.03,0.43,,48.91
2008-04-18,4.83,4.01,13.4,39.35,29.26,17.37,21.59,0.44,,49.24
2008-04-21,5.04,4.01,13.36,39.23,28.92,17.44,21.9,0.46,,49.38
2008-04-22,4.8,3.98,13.78,39.63,29.19,17.3,21.77,0.45,,49.44
2008-04-23,4.88,4.05,13.57,39.79,28.87,17.43,22.64,0.47,,49.35
2008-04-24,5.06,3.88,13.49,39.85,30.04,17.41,22.89,0.46,,48.51
2008-04-25,5.09,4.04,13.51,39.82,30.56,17.14,21.47,0.46,,48.43
2008-04-28,5.16,4.1,13.71,39.83,30.27,17.04,20.87,0.45,,48.43
2008-04-29,5.25,4.04,13.87,39.75,30.11,16.97,20.61,0.46,,48.08
2008-04-30,5.21,3.93,14.26,39.69,30.47,17.01,20.53,0.47,,48.75
2008-05-01,5.39,3.97,14.73,40.12,31.5,17.07,21.16,0.49,,46.99
2008-05-02,5.42,3.87,14.44,40.38,31.12,16.98,21.05,0.52,,46.94
2008-05-05,5.54,3.8,14.78,40.17,30.7,16.87,20.93,0.5,,46.89
2008-05-06,5.59,3.79,14.56,39.98,30.82,16.84,21.38,0.52,,47.18
2008-05-07,5.47,3.66,14.38,39.58,29.78,16.48,21.02,0.5,,46.53
2008-05-08,5.54,3.64,14.48,39.58,29.45,16.26,21.07,0.5,,47.11
2008-05-09,5.5,3.62,14.24,39.37,29.78,16.22,21.15,0.52,,46.73
2008-05-12,5.64,3.73,14.53,39.46,30.21,16.29,21.59,0.5,,46.93
2008-05-13,5.69,3.73,14.48,39.29,29.08,16.32,21.51,0.49,,47.19
2008-05-14,5.58,3.71,14.31,39.52,29.36,16.34,21.62,0.51,,47.31
2008-05-15,5.68,3.81,14.43,39.45,30.07,16.47,22.0,0.55,,48.04
2008-05-16,5.62,3.82,14.41,39.45,29.76,16.49,21.67,0.56,,48.76
2008-05-19,5.5,4.11,14.34,39.42,29.41,16.62,21.28,0.55,,49.65
2008-05-20,5.57,4.04,14.37,39.13,27.95,16.49,20.78,0.53,,49.75
2008-05-21,5.34,3.91,13.66,38.88,27.13,16.37,20.41,0.53,,49.29
2008-05-22,5.3,3.96,13.65,38.97,27.53,16.84,20.57,0.54,,48.68
2008-05-23,5.43,3.92,13.53,38.68,27.06,16.94,20.26,0.53,,47.72
2008-05-27,5.59,4.03,13.93,38.81,27.5,16.93,20.55,0.54,,47.25
2008-05-28,5.6,4.0,14.11,38.65,27.41,16.6,20.36,0.54,,47.58
2008-05-29,5.59,4.02,14.48,39.57,27.86,16.72,20.45,0.54,,47.01
2008-05-30,5.66,4.08,14.55,39.76,27.5,16.54,20.46,0.57,,46.7
2008-06-02,5.58,4.01,14.28,39.62,26.95,16.47,20.08,0.57,,46.2
2008-06-03,5.55,4.01,14.09,39.77,26.79,16.29,19.73,0.55,,45.1
2008-06-04,5.55,4.07,14.21,39.65,26.62,16.38,19.9,0.56,,45.12
2008-06-05,5.68,4.23,14.56,39.89,26.92,16.52,20.44,0.57,,46.99
2008-06-06,5.56,4.03,14.08,39.18,25.64,16.12,19.86,0.55,,45.67
2008-06-09,5.44,3.97,13.86,39.1,23.99,16.14,20.02,0.54,,46.87
